date,origin,destination,commodity,vessel_type,cargo_tonnes,bdi,vlsfo_usd_per_tonne,coal_price_usd_per_mt,iron_ore_price_usd_per_dmt,wind_kmh,wave_height_m,cyclone_risk,weather_delay_days,current_freight_usd_per_tonne,next_month_freight_usd_per_tonne,trajectory_id,data_origin,synthetic_generation_method
2046-04-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1680.0,645.0,131.5,109.8,25.928,1.5,1.0,0.0,10.787571013102733,13.436330411591914,SYN0104,synthetic,regression_residual_bootstrap_v2
2046-05-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2150.0,658.0,104.4,97.0,41.4848,3.0,5.0,2.5,13.436330411591914,11.195833192011417,SYN0104,synthetic,regression_residual_bootstrap_v2
2046-06-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1460.0,608.0,112.2,99.7,53.708000000000006,4.0,2.0,3.5,11.195833192011417,9.748070353488018,SYN0104,synthetic,regression_residual_bootstrap_v2
2046-07-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1350.0,605.0,145.8,99.9,51.856,3.9,2.0,3.0,9.748070353488018,10.186549049882947,SYN0104,synthetic,regression_residual_bootstrap_v2
2046-08-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1540.0,620.0,112.9,97.3,57.412000000000006,4.3,2.0,4.0,10.186549049882947,12.225964714964885,SYN0104,synthetic,regression_residual_bootstrap_v2
2046-10-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2080.0,652.0,109.0,92.3,50.93,3.7,3.0,3.0,9.1,9.772242498124914,SYN0105,synthetic,regression_residual_bootstrap_v2
2046-11-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1460.0,608.0,112.2,99.7,53.708000000000006,4.0,2.0,3.5,9.772242498124914,9.402716819232417,SYN0105,synthetic,regression_residual_bootstrap_v2
2046-12-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1380.0,595.0,118.6,99.6,26.854000000000003,1.6,2.0,0.5,9.402716819232417,9.896872762722056,SYN0105,synthetic,regression_residual_bootstrap_v2
2047-01-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1460.0,608.0,112.2,99.7,53.708000000000006,4.0,2.0,3.5,9.896872762722056,11.260788384354994,SYN0105,synthetic,regression_residual_bootstrap_v2
2047-02-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1880.0,648.0,142.1,100.5,30.0024,2.0,4.0,2.5,11.260788384354994,9.705499575825183,SYN0105,synthetic,regression_residual_bootstrap_v2
2047-03-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1350.0,605.0,145.8,99.9,51.856,3.9,2.0,3.0,9.705499575825183,11.75522996756456,SYN0105,synthetic,regression_residual_bootstrap_v2
2047-04-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1950.0,660.0,142.0,118.9,38.892,2.8,4.0,2.0,11.75522996756456,12.279460766868514,SYN0105,synthetic,regression_residual_bootstrap_v2
2047-05-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1890.0,642.0,135.1,107.5,48.152,3.5,3.0,2.5,12.279460766868514,10.357262789524231,SYN0105,synthetic,regression_residual_bootstrap_v2
2047-06-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1420.0,615.0,137.6,106.9,54.634,4.1,2.0,3.5,10.357262789524231,9.558365540514139,SYN0105,synthetic,regression_residual_bootstrap_v2
2047-07-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1380.0,595.0,118.6,99.6,26.854000000000003,1.6,2.0,0.5,9.558365540514139,10.905342353301604,SYN0105,synthetic,regression_residual_bootstrap_v2
2047-08-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1740.0,630.0,146.6,101.4,33.336,2.3,5.0,3.5,10.905342353301604,11.776221038128005,SYN0105,synthetic,regression_residual_bootstrap_v2
2047-09-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1890.0,642.0,135.1,107.5,48.152,3.5,3.0,2.5,11.776221038128005,10.083834207936984,SYN0105,synthetic,regression_residual_bootstrap_v2
2047-10-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1350.0,605.0,145.8,99.9,51.856,3.9,2.0,3.0,10.083834207936984,12.821957908293323,SYN0105,synthetic,regression_residual_bootstrap_v2
2047-11-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2150.0,658.0,104.4,97.0,41.4848,3.0,5.0,2.5,12.821957908293323,10.141615312447579,SYN0105,synthetic,regression_residual_bootstrap_v2
2047-12-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1380.0,595.0,118.6,99.6,26.854000000000003,1.6,2.0,0.5,10.141615312447579,11.688669374906857,SYN0105,synthetic,regression_residual_bootstrap_v2
2048-01-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1910.0,650.0,129.8,102.2,27.78,1.8,2.0,1.0,11.688669374906857,10.58265852942439,SYN0105,synthetic,regression_residual_bootstrap_v2
2048-02-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1460.0,608.0,112.2,99.7,53.708000000000006,4.0,2.0,3.5,10.58265852942439,10.048502394807217,SYN0105,synthetic,regression_residual_bootstrap_v2
2048-03-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1420.0,615.0,137.6,106.9,54.634,4.1,2.0,3.5,10.048502394807217,9.064759144156273,SYN0105,synthetic,regression_residual_bootstrap_v2
2048-04-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1310.0,588.0,106.9,105.1,27.4096,1.6,2.0,0.5,9.064759144156273,10.700346359153526,SYN0105,synthetic,regression_residual_bootstrap_v2
2048-05-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1820.0,655.0,135.0,112.8,30.558,1.9,2.0,0.5,10.700346359153526,12.649174283812899,SYN0105,synthetic,regression_residual_bootstrap_v2
2048-06-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2080.0,652.0,109.0,92.3,50.93,3.7,3.0,3.0,12.649174283812899,9.996199543079292,SYN0105,synthetic,regression_residual_bootstrap_v2
2048-07-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1360.0,592.0,104.0,100.1,25.557600000000004,1.5,1.0,0.0,9.996199543079292,10.005449160168745,SYN0105,synthetic,regression_residual_bootstrap_v2
2048-08-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1500.0,614.0,106.3,103.3,44.8184,3.1,3.0,2.0,10.005449160168745,11.573379844202973,SYN0105,synthetic,regression_residual_bootstrap_v2
2048-09-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1850.0,635.0,107.5,103.5,34.817600000000006,2.4,5.0,4.0,11.573379844202973,11.570507587664375,SYN0105,synthetic,regression_residual_bootstrap_v2
2048-10-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1820.0,655.0,135.0,112.8,30.558,1.9,2.0,0.5,11.570507587664375,9.51594105582152,SYN0105,synthetic,regression_residual_bootstrap_v2
2048-11-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1360.0,592.0,104.0,100.1,25.557600000000004,1.5,1.0,0.0,9.51594105582152,11.25797467083423,SYN0105,synthetic,regression_residual_bootstrap_v2
2048-12-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1850.0,635.0,107.5,103.5,34.817600000000006,2.4,5.0,4.0,11.25797467083423,12.407392401250268,SYN0105,synthetic,regression_residual_bootstrap_v2
2049-01-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1970.0,646.0,112.6,102.5,31.1136,2.1,4.0,2.5,12.407392401250268,11.030712853623019,SYN0105,synthetic,regression_residual_bootstrap_v2
2049-02-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1540.0,620.0,112.9,97.3,57.412000000000006,4.3,2.0,4.0,11.030712853623019,12.078090207668417,SYN0105,synthetic,regression_residual_bootstrap_v2
2049-03-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1910.0,650.0,129.8,102.2,27.78,1.8,2.0,1.0,12.078090207668417,10.878289088146428,SYN0105,synthetic,regression_residual_bootstrap_v2
2049-04-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1540.0,620.0,112.9,97.3,57.412000000000006,4.3,2.0,4.0,10.878289088146428,12.007034160885736,SYN0105,synthetic,regression_residual_bootstrap_v2
2049-05-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1950.0,660.0,142.0,118.9,38.892,2.8,4.0,2.0,12.007034160885736,9.646899027787928,SYN0105,synthetic,regression_residual_bootstrap_v2
2049-06-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1360.0,592.0,104.0,100.1,25.557600000000004,1.5,1.0,0.0,9.646899027787928,9.323368400743565,SYN0105,synthetic,regression_residual_bootstrap_v2
2049-07-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1380.0,595.0,118.6,99.6,26.854000000000003,1.6,2.0,0.5,9.323368400743565,11.932376278239547,SYN0105,synthetic,regression_residual_bootstrap_v2
2049-08-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1950.0,660.0,142.0,118.9,38.892,2.8,4.0,2.0,11.932376278239547,11.020444925787944,SYN0105,synthetic,regression_residual_bootstrap_v2
2049-09-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1680.0,645.0,131.5,109.8,25.928,1.5,1.0,0.0,11.020444925787944,11.989821671376923,SYN0105,synthetic,regression_residual_bootstrap_v2
2049-10-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1910.0,650.0,129.8,102.2,27.78,1.8,2.0,1.0,11.989821671376923,13.046946501413077,SYN0105,synthetic,regression_residual_bootstrap_v2
2049-11-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2080.0,652.0,109.0,92.3,50.93,3.7,3.0,3.0,13.046946501413077,11.281392380014992,SYN0105,synthetic,regression_residual_bootstrap_v2
2049-12-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1540.0,620.0,112.9,97.3,57.412000000000006,4.3,2.0,4.0,11.281392380014992,10.054729671982653,SYN0105,synthetic,regression_residual_bootstrap_v2
2050-01-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1420.0,615.0,137.6,106.9,54.634,4.1,2.0,3.5,10.054729671982653,11.626622807215048,SYN0105,synthetic,regression_residual_bootstrap_v2
2050-02-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1850.0,635.0,107.5,103.5,34.817600000000006,2.4,5.0,4.0,11.626622807215048,11.146100329759284,SYN0105,synthetic,regression_residual_bootstrap_v2
2050-03-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1540.0,620.0,112.9,97.3,57.412000000000006,4.3,2.0,4.0,11.146100329759284,12.222206017767979,SYN0105,synthetic,regression_residual_bootstrap_v2
2050-04-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1950.0,660.0,142.0,118.9,38.892,2.8,4.0,2.0,12.222206017767979,13.330653260175042,SYN0105,synthetic,regression_residual_bootstrap_v2
2050-05-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2080.0,652.0,109.0,92.3,50.93,3.7,3.0,3.0,13.330653260175042,11.222632025848666,SYN0105,synthetic,regression_residual_bootstrap_v2
2050-06-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1540.0,620.0,112.9,97.3,57.412000000000006,4.3,2.0,4.0,11.222632025848666,12.954172961687725,SYN0105,synthetic,regression_residual_bootstrap_v2
2050-07-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2080.0,652.0,109.0,92.3,50.93,3.7,3.0,3.0,12.954172961687725,11.127979159905369,SYN0105,synthetic,regression_residual_bootstrap_v2
2050-08-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1500.0,614.0,106.3,103.3,44.8184,3.1,3.0,2.0,11.127979159905369,12.369877069932684,SYN0105,synthetic,regression_residual_bootstrap_v2
2050-09-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1980.0,640.0,98.6,97.2,31.8544,2.0,2.0,0.5,12.369877069932684,12.251943726175575,SYN0105,synthetic,regression_residual_bootstrap_v2
2050-10-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1880.0,648.0,142.1,100.5,30.0024,2.0,4.0,2.5,12.251943726175575,10.149298743929549,SYN0105,synthetic,regression_residual_bootstrap_v2
2030-02-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1680.0,645.0,131.5,109.8,27.78,1.7,1.0,0.0,17.2,13.760120787918902,SYN0201,synthetic,regression_residual_bootstrap_v2
2030-03-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1360.0,592.0,104.0,100.1,26.854000000000003,1.6,1.0,0.0,13.760120787918902,15.519016813837172,SYN0201,synthetic,regression_residual_bootstrap_v2
2030-04-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1880.0,648.0,142.1,100.5,31.1136,2.0,4.0,2.5,15.519016813837172,13.659620048159866,SYN0201,synthetic,regression_residual_bootstrap_v2
2030-05-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1420.0,615.0,137.6,106.9,48.152,3.6,2.0,3.5,13.659620048159866,15.68169329629623,SYN0201,synthetic,regression_residual_bootstrap_v2
2030-06-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1850.0,635.0,107.5,103.5,33.7064,2.3,5.0,4.0,15.68169329629623,16.590573640444997,SYN0201,synthetic,regression_residual_bootstrap_v2
2030-07-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1980.0,640.0,98.6,97.2,27.78,1.7,2.0,0.5,16.590573640444997,15.777720922241102,SYN0201,synthetic,regression_residual_bootstrap_v2
2030-08-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1740.0,630.0,146.6,101.4,32.410000000000004,2.2,5.0,3.5,15.777720922241102,15.484877326298776,SYN0201,synthetic,regression_residual_bootstrap_v2
2030-09-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1820.0,655.0,135.0,112.8,26.2984,1.6,2.0,0.5,15.484877326298776,16.574060595234748,SYN0201,synthetic,regression_residual_bootstrap_v2
2030-10-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1970.0,646.0,112.6,102.5,31.484,2.1,4.0,2.5,16.574060595234748,14.046281623088138,SYN0201,synthetic,regression_residual_bootstrap_v2
2030-11-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1420.0,615.0,137.6,106.9,48.152,3.6,2.0,3.5,14.046281623088138,16.069778448302728,SYN0201,synthetic,regression_residual_bootstrap_v2
2030-12-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1980.0,640.0,98.6,97.2,27.78,1.7,2.0,0.5,16.069778448302728,16.146902008628967,SYN0201,synthetic,regression_residual_bootstrap_v2
2031-01-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1910.0,650.0,129.8,102.2,31.484,1.9,2.0,1.0,16.146902008628967,17.547233747925326,SYN0201,synthetic,regression_residual_bootstrap_v2
2031-02-01,Hay Point,East Coast India,Coal,Capesize,170000.0,2150.0,658.0,104.4,97.0,37.966,2.8,5.0,2.5,17.547233747925326,16.273189546916093,SYN0201,synthetic,regression_residual_bootstrap_v2
2031-03-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1820.0,655.0,135.0,112.8,26.2984,1.6,2.0,0.5,16.273189546916093,14.264687681786334,SYN0201,synthetic,regression_residual_bootstrap_v2
2031-04-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1460.0,608.0,112.2,99.7,48.152,3.5,2.0,3.5,14.264687681786334,16.28915596952236,SYN0201,synthetic,regression_residual_bootstrap_v2
2031-05-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1970.0,646.0,112.6,102.5,31.484,2.1,4.0,2.5,16.28915596952236,16.2012855083533,SYN0201,synthetic,regression_residual_bootstrap_v2
2031-06-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1880.0,648.0,142.1,100.5,31.1136,2.0,4.0,2.5,16.2012855083533,13.436595765417643,SYN0201,synthetic,regression_residual_bootstrap_v2
2031-07-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1380.0,595.0,118.6,99.6,29.632,1.8,2.0,0.5,13.436595765417643,13.830180602818608,SYN0201,synthetic,regression_residual_bootstrap_v2
2031-08-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1540.0,620.0,112.9,97.3,50.93,3.8,2.0,4.0,13.830180602818608,14.895918997522859,SYN0201,synthetic,regression_residual_bootstrap_v2
2031-09-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1740.0,630.0,146.6,101.4,32.410000000000004,2.2,5.0,3.5,14.895918997522859,13.728630481554713,SYN0201,synthetic,regression_residual_bootstrap_v2
2031-10-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1500.0,614.0,106.3,103.3,39.818000000000005,2.8,3.0,2.0,13.728630481554713,13.999355427523632,SYN0201,synthetic,regression_residual_bootstrap_v2
2031-11-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1540.0,620.0,112.9,97.3,50.93,3.8,2.0,4.0,13.999355427523632,15.373912666880795,SYN0201,synthetic,regression_residual_bootstrap_v2
2031-12-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1820.0,655.0,135.0,112.8,26.2984,1.6,2.0,0.5,15.373912666880795,15.786279838687943,SYN0201,synthetic,regression_residual_bootstrap_v2
2032-01-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1820.0,655.0,135.0,112.8,26.2984,1.6,2.0,0.5,15.786279838687943,16.41067654760226,SYN0201,synthetic,regression_residual_bootstrap_v2
2032-02-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1980.0,640.0,98.6,97.2,27.78,1.7,2.0,0.5,16.41067654760226,16.870803192985562,SYN0201,synthetic,regression_residual_bootstrap_v2
2032-03-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1980.0,640.0,98.6,97.2,27.78,1.7,2.0,0.5,16.870803192985562,15.953466118204943,SYN0201,synthetic,regression_residual_bootstrap_v2
2032-04-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1820.0,655.0,135.0,112.8,26.2984,1.6,2.0,0.5,15.953466118204943,16.119041042579127,SYN0201,synthetic,regression_residual_bootstrap_v2
2032-05-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1880.0,648.0,142.1,100.5,31.1136,2.0,4.0,2.5,16.119041042579127,14.775712312773734,SYN0201,synthetic,regression_residual_bootstrap_v2
2032-06-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1540.0,620.0,112.9,97.3,50.93,3.8,2.0,4.0,14.775712312773734,14.140089861671765,SYN0201,synthetic,regression_residual_bootstrap_v2
2032-07-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1560.0,638.0,124.2,124.4,32.410000000000004,2.0,2.0,0.5,14.140089861671765,15.998855227752555,SYN0201,synthetic,regression_residual_bootstrap_v2
2032-08-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1980.0,640.0,98.6,97.2,27.78,1.7,2.0,0.5,15.998855227752555,14.529656568325768,SYN0201,synthetic,regression_residual_bootstrap_v2
2032-09-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1560.0,638.0,124.2,124.4,32.410000000000004,2.0,2.0,0.5,14.529656568325768,14.628554789608316,SYN0201,synthetic,regression_residual_bootstrap_v2
2032-10-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1680.0,645.0,131.5,109.8,27.78,1.7,1.0,0.0,14.628554789608316,16.373666733458883,SYN0201,synthetic,regression_residual_bootstrap_v2
2032-11-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1970.0,646.0,112.6,102.5,31.484,2.1,4.0,2.5,16.373666733458883,13.452100020037662,SYN0201,synthetic,regression_residual_bootstrap_v2
2032-12-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1350.0,605.0,145.8,99.9,46.6704,3.4,2.0,3.0,13.452100020037662,12.330522655960369,SYN0201,synthetic,regression_residual_bootstrap_v2
2033-01-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1350.0,605.0,145.8,99.9,46.6704,3.4,2.0,3.0,12.330522655960369,13.193290217154503,SYN0201,synthetic,regression_residual_bootstrap_v2
2033-02-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1460.0,608.0,112.2,99.7,48.152,3.5,2.0,3.5,13.193290217154503,15.036917134697998,SYN0201,synthetic,regression_residual_bootstrap_v2
2033-03-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1890.0,642.0,135.1,107.5,43.522000000000006,3.1,3.0,2.5,15.036917134697998,17.295802695609943,SYN0201,synthetic,regression_residual_bootstrap_v2
2033-04-01,Hay Point,East Coast India,Coal,Capesize,170000.0,2150.0,658.0,104.4,97.0,37.966,2.8,5.0,2.5,17.295802695609943,16.562127258538233,SYN0201,synthetic,regression_residual_bootstrap_v2
2033-05-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1910.0,650.0,129.8,102.2,31.484,1.9,2.0,1.0,16.562127258538233,14.096413017252193,SYN0201,synthetic,regression_residual_bootstrap_v2
2033-06-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1420.0,615.0,137.6,106.9,48.152,3.6,2.0,3.5,14.096413017252193,16.932087050512294,SYN0201,synthetic,regression_residual_bootstrap_v2
2033-07-01,Hay Point,East Coast India,Coal,Capesize,170000.0,2150.0,658.0,104.4,97.0,37.966,2.8,5.0,2.5,16.932087050512294,17.42406417745569,SYN0201,synthetic,regression_residual_bootstrap_v2
2033-08-01,Hay Point,East Coast India,Coal,Capesize,170000.0,2080.0,652.0,109.0,92.3,45.9296,3.3,3.0,3.0,17.42406417745569,16.233507858063696,SYN0201,synthetic,regression_residual_bootstrap_v2
2033-09-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1820.0,655.0,135.0,112.8,26.2984,1.6,2.0,0.5,16.233507858063696,16.17280264672454,SYN0201,synthetic,regression_residual_bootstrap_v2
2033-10-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1890.0,642.0,135.1,107.5,43.522000000000006,3.1,3.0,2.5,16.17280264672454,16.50259219682556,SYN0201,synthetic,regression_residual_bootstrap_v2
2033-11-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1950.0,660.0,142.0,118.9,35.188,2.6,4.0,2.0,16.50259219682556,14.07855249873839,SYN0201,synthetic,regression_residual_bootstrap_v2
2033-12-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1420.0,615.0,137.6,106.9,48.152,3.6,2.0,3.5,14.07855249873839,12.667847610496908,SYN0201,synthetic,regression_residual_bootstrap_v2
2034-01-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1310.0,588.0,106.9,105.1,31.1136,1.9,2.0,0.5,12.667847610496908,15.520972439488446,SYN0201,synthetic,regression_residual_bootstrap_v2
2034-02-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1980.0,640.0,98.6,97.2,27.78,1.7,2.0,0.5,15.520972439488446,14.798559580749723,SYN0201,synthetic,regression_residual_bootstrap_v2
2034-04-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1890.0,642.0,135.1,107.5,43.522000000000006,3.1,3.0,2.5,13.9,12.53683685466336,SYN0202,synthetic,regression_residual_bootstrap_v2
2034-05-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1380.0,595.0,118.6,99.6,29.632,1.8,2.0,0.5,12.53683685466336,14.941836232450775,SYN0202,synthetic,regression_residual_bootstrap_v2
2034-06-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1890.0,642.0,135.1,107.5,43.522000000000006,3.1,3.0,2.5,14.941836232450775,16.92362080018358,SYN0202,synthetic,regression_residual_bootstrap_v2
2034-07-01,Hay Point,East Coast India,Coal,Capesize,170000.0,2080.0,652.0,109.0,92.3,45.9296,3.3,3.0,3.0,16.92362080018358,16.875562849481284,SYN0202,synthetic,regression_residual_bootstrap_v2
2034-08-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1970.0,646.0,112.6,102.5,31.484,2.1,4.0,2.5,16.875562849481284,13.452051012296163,SYN0202,synthetic,regression_residual_bootstrap_v2
2034-09-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1310.0,588.0,106.9,105.1,31.1136,1.9,2.0,0.5,13.452051012296163,15.983215532393732,SYN0202,synthetic,regression_residual_bootstrap_v2
2034-10-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1980.0,640.0,98.6,97.2,27.78,1.7,2.0,0.5,15.983215532393732,16.186813599194423,SYN0202,synthetic,regression_residual_bootstrap_v2
2034-11-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1910.0,650.0,129.8,102.2,31.484,1.9,2.0,1.0,16.186813599194423,16.299833966846673,SYN0202,synthetic,regression_residual_bootstrap_v2
2034-12-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1850.0,635.0,107.5,103.5,33.7064,2.3,5.0,4.0,16.299833966846673,16.157070931833495,SYN0202,synthetic,regression_residual_bootstrap_v2
2035-01-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1880.0,648.0,142.1,100.5,31.1136,2.0,4.0,2.5,16.157070931833495,17.517785390232877,SYN0202,synthetic,regression_residual_bootstrap_v2
2035-02-01,Hay Point,East Coast India,Coal,Capesize,170000.0,2150.0,658.0,104.4,97.0,37.966,2.8,5.0,2.5,17.517785390232877,16.606098234764758,SYN0202,synthetic,regression_residual_bootstrap_v2
2035-03-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1910.0,650.0,129.8,102.2,31.484,1.9,2.0,1.0,16.606098234764758,16.689980530953125,SYN0202,synthetic,regression_residual_bootstrap_v2
2035-04-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1950.0,660.0,142.0,118.9,35.188,2.6,4.0,2.0,16.689980530953125,17.728990318175594,SYN0202,synthetic,regression_residual_bootstrap_v2
2035-05-01,Hay Point,East Coast India,Coal,Capesize,170000.0,2150.0,658.0,104.4,97.0,37.966,2.8,5.0,2.5,17.728990318175594,13.993972900489593,SYN0202,synthetic,regression_residual_bootstrap_v2
2035-06-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1380.0,595.0,118.6,99.6,29.632,1.8,2.0,0.5,13.993972900489593,16.177769844953495,SYN0202,synthetic,regression_residual_bootstrap_v2
2035-07-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1970.0,646.0,112.6,102.5,31.484,2.1,4.0,2.5,16.177769844953495,13.66858936376304,SYN0202,synthetic,regression_residual_bootstrap_v2
2035-08-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1390.0,610.0,139.2,92.8,38.52160000000001,2.7,3.0,2.0,13.66858936376304,12.700697597047814,SYN0202,synthetic,regression_residual_bootstrap_v2
2035-09-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1360.0,592.0,104.0,100.1,26.854000000000003,1.6,1.0,0.0,12.700697597047814,15.549660449006737,SYN0202,synthetic,regression_residual_bootstrap_v2
2035-10-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1980.0,640.0,98.6,97.2,27.78,1.7,2.0,0.5,15.549660449006737,16.593495532047136,SYN0202,synthetic,regression_residual_bootstrap_v2
2035-11-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1970.0,646.0,112.6,102.5,31.484,2.1,4.0,2.5,16.593495532047136,15.610780055925026,SYN0202,synthetic,regression_residual_bootstrap_v2
2035-12-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1740.0,630.0,146.6,101.4,32.410000000000004,2.2,5.0,3.5,15.610780055925026,16.13843987322076,SYN0202,synthetic,regression_residual_bootstrap_v2
